LS	16:39   7 Jun 2022
File name:	22-002496_11.$av
	22-002496_11.$av	-1 S.D.	+1 S.D.	22-002497_16.$av	-1 S.D.	+1 S.D.	22-002498_21.$av	-1 S.D.	+1 S.D.	22-002499_26.$av	-1 S.D.	+1 S.D.	22-002500_31.$av	-1 S.D.	+1 S.D.	22-002501_36.$av	-1 S.D.	+1 S.D.	22-002502_41.$av	-1 S.D.	+1 S.D.	22-002503_46.$av	-1 S.D.	+1 S.D.	22-002504_51.$av	-1 S.D.	+1 S.D.	22-002505_56.$av	-1 S.D.	+1 S.D.	22-002506_61.$av	-1 S.D.	+1 S.D.	22-002507_66.$av	-1 S.D.	+1 S.D.	22-002508_71.$av	-1 S.D.	+1 S.D.	22-002509_76.$av	-1 S.D.	+1 S.D.	22-002510_86.$av	-1 S.D.	+1 S.D.	22-002511_91.$av	-1 S.D.	+1 S.D.	22-002512_96.$av	-1 S.D.	+1 S.D.	22-002513_101.$av	-1 S.D.	+1 S.D.	22-002514_106.$av	-1 S.D.	+1 S.D.	22-002515_111.$av	-1 S.D.	+1 S.D.	22-002516_116.$av	-1 S.D.	+1 S.D.	22-002517_121.$av	-1 S.D.	+1 S.D.	22-002518_126.$av	-1 S.D.	+1 S.D.	22-002519_131.$av	-1 S.D.	+1 S.D.	22-002520_136.$av	-1 S.D.	+1 S.D.	22-002521_141.$av	-1 S.D.	+1 S.D.	22-002522_146.$av	-1 S.D.	+1 S.D.	22-002523_151.$av	-1 S.D.	+1 S.D.	RF-BB2-115_06.$av	-1 S.D.	+1 S.D.	RF-ZB2-211_81.$av	-1 S.D.	+1 S.D.
0.720807	0.290593	0.289784	0.291402	0.305703	0.30435	0.307056	0.306229	0.303834	0.308624	0.2992	0.296867	0.301533	0.319299	0.315767	0.322831	0.298925	0.290407	0.307443	0.316841	0.311644	0.322038	0.344325	0.342996	0.345654	0.141503	0.139627	0.143379	0.178273	0.175096	0.18145	0.168901	0.166046	0.171756	0.160289	0.157603	0.162975	0.329066	0.326071	0.332061	0.321	0.318938	0.323062	0.365911	0.365846	0.365976	0.312753	0.312169	0.313337	0.35137	0.350417	0.352323	0.3778	0.376974	0.378626	0.401677	0.401189	0.402165	0.381948	0.37932	0.384576	0.421387	0.415562	0.427212	0.5273	0.522725	0.531875	0.642628	0.629062	0.656194	0.574739	0.568389	0.581089	0.0877144	0.0864772	0.0889516	0.0866472	0.0860527	0.0872417	0.104664	0.102957	0.106371	0.139472	0.137715	0.141229	0.64429	0.641059	0.647521	0.404485	0.402452	0.406518
0.791275	0.318899	0.3184	0.319398	0.332767	0.331864	0.33367	0.330998	0.329222	0.332774	0.326449	0.324947	0.327951	0.34057	0.337682	0.343458	0.309548	0.301223	0.317873	0.326585	0.321714	0.331456	0.352959	0.351526	0.354392	0.157134	0.15541	0.158858	0.19707	0.193873	0.200267	0.1867	0.184105	0.189295	0.175769	0.173287	0.178251	0.357671	0.355289	0.360053	0.348253	0.347419	0.349087	0.404367	0.403746	0.404988	0.348082	0.347269	0.348895	0.385826	0.38465	0.387002	0.414478	0.414281	0.414675	0.444921	0.443598	0.446244	0.409167	0.407775	0.410559	0.448163	0.441954	0.454372	0.56055	0.555591	0.565509	0.633021	0.620717	0.645325	0.568854	0.562821	0.574887	0.0978797	0.0966329	0.0991265	0.0933221	0.0925417	0.0941025	0.110234	0.108647	0.111821	0.154007	0.151598	0.156416	0.677553	0.674981	0.680125	0.439604	0.438136	0.441072
0.868632	0.343218	0.3427	0.343736	0.355157	0.354277	0.356037	0.350716	0.349936	0.351496	0.350183	0.349944	0.350422	0.356099	0.35416	0.358038	0.312195	0.304944	0.319446	0.327478	0.323331	0.331625	0.35093	0.349149	0.352711	0.171591	0.170239	0.172943	0.213841	0.210669	0.217013	0.202854	0.200836	0.204872	0.189477	0.18748	0.191474	0.381357	0.379419	0.383295	0.370883	0.3703	0.371466	0.439141	0.436941	0.441341	0.380666	0.379544	0.381788	0.414952	0.413517	0.416387	0.445846	0.44487	0.446822	0.483812	0.481084	0.48654	0.429661	0.428728	0.430594	0.464122	0.457724	0.47052	0.580201	0.574505	0.585897	0.595924	0.585401	0.606447	0.539675	0.533761	0.545589	0.107514	0.106354	0.108674	0.098498	0.0974953	0.0995007	0.112948	0.111538	0.114358	0.167352	0.164261	0.170443	0.696809	0.692539	0.701079	0.46829	0.467513	0.469067
0.953552	0.364814	0.363615	0.366013	0.374669	0.374156	0.375182	0.367591	0.36637	0.368812	0.372777	0.371946	0.373608	0.369059	0.368248	0.36987	0.310672	0.305274	0.31607	0.323633	0.320911	0.326355	0.342605	0.341528	0.343682	0.185588	0.18471	0.186466	0.229296	0.226615	0.231977	0.218275	0.217283	0.219267	0.202536	0.20123	0.203842	0.402301	0.401496	0.403106	0.391339	0.388516	0.394162	0.472126	0.468765	0.475487	0.411734	0.409827	0.413642	0.43984	0.437905	0.441775	0.473531	0.472237	0.474825	0.519861	0.515736	0.523986	0.446935	0.445268	0.448602	0.471207	0.464782	0.477632	0.588588	0.582448	0.594728	0.540454	0.532128	0.54878	0.49548	0.490053	0.500907	0.117033	0.116031	0.118035	0.102751	0.101529	0.103973	0.11337	0.112151	0.114589	0.180444	0.176699	0.184189	0.70927	0.700751	0.717789	0.492922	0.492526	0.493318
1.04677	0.385118	0.382795	0.387441	0.393346	0.391188	0.395504	0.384134	0.381616	0.386652	0.396857	0.394002	0.399712	0.382958	0.380228	0.385688	0.309202	0.306482	0.311922	0.319593	0.319283	0.319903	0.332862	0.331805	0.333919	0.199843	0.199576	0.20011	0.244136	0.242011	0.246261	0.233911	0.23339	0.234432	0.216164	0.215766	0.216562	0.422913	0.421055	0.424771	0.412312	0.407486	0.417138	0.505336	0.500396	0.510276	0.442559	0.439904	0.445214	0.461682	0.459	0.464364	0.499332	0.497223	0.501441	0.554675	0.549113	0.560237	0.464936	0.460396	0.469476	0.471686	0.465135	0.478237	0.588524	0.581322	0.595726	0.477205	0.470837	0.483573	0.445779	0.440804	0.450754	0.126902	0.126177	0.127627	0.106793	0.105398	0.108188	0.112204	0.111116	0.113292	0.194351	0.190148	0.198554	0.722936	0.708814	0.737058	0.516185	0.514573	0.517797
1.14911	0.405088	0.401677	0.408499	0.412779	0.409266	0.416292	0.402367	0.397572	0.407162	0.424547	0.419424	0.42967	0.401044	0.395691	0.406397	0.311784	0.309251	0.314317	0.319852	0.316298	0.323406	0.326514	0.323234	0.329794	0.214667	0.213921	0.215413	0.258668	0.257313	0.260023	0.250314	0.248943	0.251685	0.231176	0.230024	0.232328	0.445239	0.441509	0.448969	0.436119	0.428723	0.443515	0.54038	0.533723	0.547037	0.474071	0.470237	0.477905	0.481295	0.478119	0.484471	0.5245	0.521006	0.527994	0.589305	0.582025	0.596585	0.487034	0.479297	0.494771	0.468356	0.461587	0.475125	0.583846	0.57549	0.592202	0.41857	0.413451	0.423689	0.401502	0.396871	0.406133	0.137229	0.136888	0.13757	0.110958	0.109455	0.112461	0.109812	0.108824	0.1108	0.209794	0.205367	0.214221	0.745718	0.724842	0.766594	0.540139	0.538276	0.542002
1.26145	0.423644	0.418935	0.428353	0.432171	0.426838	0.437504	0.421821	0.414734	0.428908	0.45544	0.447824	0.463056	0.423512	0.414924	0.4321	0.319473	0.312196	0.32675	0.325658	0.317591	0.333725	0.324945	0.317605	0.332285	0.229614	0.227673	0.231555	0.272196	0.271551	0.272841	0.266965	0.264284	0.269646	0.247314	0.244919	0.249709	0.468553	0.462328	0.474778	0.462291	0.452038	0.472544	0.575899	0.567296	0.584502	0.504802	0.499935	0.509669	0.496991	0.49297	0.501012	0.547543	0.542328	0.552758	0.621889	0.612449	0.631329	0.51326	0.501738	0.524782	0.45976	0.452451	0.467069	0.572879	0.562971	0.582787	0.367424	0.36298	0.371868	0.365128	0.360923	0.369333	0.147797	0.147341	0.148253	0.115303	0.113796	0.11681	0.106257	0.105353	0.107161	0.226494	0.222183	0.230805	0.77892	0.750336	0.807504	0.563743	0.559762	0.567724
1.38477	0.441986	0.43605	0.447922	0.453286	0.446056	0.460516	0.444717	0.434875	0.454559	0.491472	0.481027	0.501917	0.453369	0.44115	0.465588	0.33667	0.323119	0.350221	0.341765	0.328128	0.355402	0.333637	0.320556	0.346718	0.245223	0.242143	0.248303	0.285334	0.283788	0.28688	0.28459	0.280242	0.288938	0.265595	0.261664	0.269526	0.494855	0.486231	0.503479	0.493005	0.479724	0.506286	0.613153	0.602392	0.623914	0.535427	0.529202	0.541652	0.509928	0.504997	0.514859	0.570006	0.563009	0.577003	0.653488	0.6419	0.665076	0.547195	0.531682	0.562708	0.448017	0.439809	0.456225	0.557993	0.546111	0.569875	0.331987	0.327701	0.336273	0.343968	0.339967	0.347969	0.15891	0.157943	0.159877	0.12061	0.119241	0.121979	0.102699	0.101913	0.103485	0.245193	0.241369	0.249017	0.82971	0.792674	0.866746	0.58943	0.583484	0.595375
1.52015	0.460903	0.453545	0.468261	0.477447	0.468266	0.486628	0.472822	0.460304	0.48534	0.534093	0.520688	0.547498	0.492952	0.476971	0.508933	0.367227	0.346539	0.387915	0.372258	0.352196	0.39232	0.357433	0.337002	0.377864	0.261833	0.257277	0.266389	0.298428	0.295281	0.301575	0.303651	0.297624	0.309678	0.286784	0.281025	0.292543	0.525613	0.514665	0.536561	0.529888	0.513582	0.546194	0.65285	0.639962	0.665738	0.566192	0.559067	0.573317	0.52077	0.514581	0.526959	0.592898	0.583956	0.60184	0.684609	0.670773	0.698445	0.591814	0.571996	0.611632	0.434557	0.425154	0.44396	0.540755	0.526837	0.554673	0.318167	0.313451	0.322883	0.343271	0.338727	0.347815	0.170801	0.168947	0.172655	0.127575	0.126435	0.128715	0.100124	0.0995948	0.100653	0.266475	0.263366	0.269584	0.903821	0.858004	0.949638	0.619031	0.610862	0.6272
1.66876	0.482607	0.473986	0.491228	0.507469	0.496276	0.518662	0.509374	0.494202	0.524546	0.586044	0.569902	0.602186	0.545965	0.526244	0.565686	0.416438	0.38786	0.445016	0.422735	0.395498	0.449972	0.40289	0.373427	0.432353	0.280323	0.274305	0.286341	0.312577	0.307352	0.317802	0.325332	0.317546	0.333118	0.31236	0.304758	0.319962	0.563837	0.550375	0.577299	0.576011	0.556824	0.595198	0.697358	0.682448	0.712268	0.598812	0.590891	0.606732	0.531974	0.524417	0.539531	0.619065	0.608124	0.630006	0.717647	0.70147	0.733824	0.651892	0.627735	0.676049	0.422761	0.411756	0.433766	0.525152	0.508898	0.541406	0.333804	0.327374	0.340234	0.370348	0.364208	0.376488	0.183984	0.181169	0.186799	0.137256	0.136327	0.138185	0.0999934	0.0995193	0.100467	0.291561	0.288778	0.294344	1.00974	0.955252	1.06423	0.656315	0.645867	0.666763
1.8319	0.506068	0.496373	0.515763	0.54247	0.529512	0.555428	0.553642	0.535875	0.571409	0.646252	0.627532	0.664972	0.611791	0.588365	0.635217	0.485134	0.448205	0.522063	0.494224	0.459249	0.529199	0.471701	0.431651	0.511751	0.300093	0.292594	0.307592	0.327061	0.319726	0.334396	0.348935	0.339418	0.358452	0.341838	0.332352	0.351324	0.608545	0.592903	0.624187	0.630412	0.608886	0.651938	0.745092	0.728437	0.761747	0.631881	0.623283	0.640479	0.542325	0.533474	0.551176	0.647127	0.634216	0.660038	0.750826	0.732375	0.769277	0.726919	0.698693	0.755145	0.411975	0.39919	0.42476	0.510811	0.492334	0.529288	0.380682	0.370895	0.390469	0.426492	0.417593	0.435391	0.198124	0.194174	0.202074	0.14965	0.148523	0.150777	0.10246	0.101192	0.103728	0.319998	0.315924	0.324072	1.1473	1.08463	1.20997	0.7001	0.687158	0.713042
2.011	0.531293	0.520757	0.541829	0.582465	0.568	0.59693	0.605701	0.585856	0.625546	0.714099	0.693146	0.735052	0.690082	0.663463	0.716701	0.57463	0.529349	0.619911	0.588153	0.545327	0.630979	0.566311	0.514409	0.618213	0.320989	0.312071	0.329907	0.341839	0.332117	0.351561	0.374274	0.363162	0.385386	0.37518	0.363935	0.386425	0.659537	0.64199	0.677084	0.692735	0.669421	0.716049	0.795298	0.777164	0.813432	0.664835	0.655812	0.673858	0.55208	0.541977	0.562183	0.677106	0.662127	0.692085	0.783715	0.763245	0.804185	0.817207	0.785327	0.849087	0.402157	0.387531	0.416783	0.49761	0.476925	0.518295	0.458596	0.44386	0.473332	0.511069	0.498745	0.523393	0.213168	0.207971	0.218365	0.165181	0.163049	0.167313	0.108453	0.105894	0.111012	0.351642	0.344794	0.35849	1.3165	1.24686	1.38614	0.75055	0.735191	0.765909
2.2076	0.557931	0.546744	0.569118	0.626957	0.611217	0.642696	0.664964	0.643433	0.686495	0.788219	0.765516	0.810922	0.77943	0.750342	0.808518	0.685118	0.632117	0.738119	0.704665	0.654492	0.754838	0.68801	0.623703	0.752317	0.342754	0.332381	0.353127	0.356772	0.344548	0.368996	0.400962	0.388439	0.413485	0.412035	0.399212	0.424858	0.716003	0.697257	0.734749	0.7619	0.737549	0.786251	0.846761	0.827607	0.865915	0.696865	0.687658	0.706072	0.561323	0.549944	0.572702	0.708624	0.691815	0.725433	0.815559	0.793276	0.837842	0.922055	0.887256	0.956854	0.393042	0.376794	0.40929	0.485157	0.462584	0.507731	0.563861	0.543067	0.584655	0.620011	0.604058	0.635964	0.228997	0.222455	0.235539	0.184134	0.18072	0.187548	0.118816	0.114523	0.123109	0.38607	0.375513	0.396627	1.51485	1.44004	1.58966	0.807166	0.789593	0.824739
2.42342	0.58675	0.575323	0.598177	0.676482	0.660123	0.692842	0.731801	0.709388	0.754214	0.86794	0.844379	0.891501	0.87868	0.848238	0.909122	0.816947	0.757542	0.876352	0.843776	0.787407	0.900145	0.838197	0.761814	0.91458	0.365519	0.353825	0.377213	0.372277	0.357564	0.38699	0.429098	0.415436	0.44276	0.452516	0.438406	0.466626	0.778049	0.758872	0.797226	0.837573	0.81334	0.861806	0.899381	0.879888	0.918874	0.728246	0.719181	0.737311	0.571555	0.559119	0.583991	0.742769	0.724441	0.761097	0.847112	0.82352	0.870704	1.04172	1.00512	1.07832	0.385196	0.367616	0.402776	0.473828	0.449926	0.49773	0.69037	0.662955	0.717785	0.747154	0.72776	0.766548	0.245761	0.237884	0.253638	0.207176	0.202088	0.212264	0.134932	0.128414	0.14145	0.423333	0.408427	0.438239	1.73971	1.66239	1.81703	0.870855	0.851383	0.890327
2.66033	0.616967	0.605624	0.62831	0.729704	0.713346	0.746062	0.804387	0.78194	0.826834	0.950596	0.927113	0.974079	0.984303	0.953981	1.01463	0.967181	0.90359	1.03077	1.00216	0.941606	1.06271	1.01447	0.927432	1.10151	0.388607	0.375937	0.401277	0.387857	0.370829	0.404885	0.457811	0.443313	0.472309	0.495598	0.480572	0.510624	0.84387	0.825179	0.862561	0.917395	0.894466	0.940324	0.951534	0.932328	0.97074	0.758176	0.749724	0.766628	0.582769	0.569379	0.596159	0.778642	0.759192	0.798092	0.877426	0.853042	0.90181	1.17328	1.13629	1.21027	0.378794	0.360331	0.397257	0.464238	0.439665	0.488811	0.831186	0.79713	0.865242	0.885091	0.862837	0.907345	0.263058	0.253778	0.272338	0.23412	0.227118	0.241122	0.157196	0.14794	0.166452	0.462581	0.442778	0.482384	1.98363	1.90724	2.06002	0.939872	0.919056	0.960689
2.92042	0.647402	0.636523	0.65828	0.784466	0.768769	0.800163	0.879801	0.858517	0.901085	1.03244	1.0101	1.05478	1.09119	1.06251	1.11987	1.13049	1.06559	1.19539	1.17397	1.11188	1.23606	1.21144	1.1163	1.30658	0.411059	0.397553	0.424565	0.402795	0.383625	0.421965	0.485847	0.47086	0.500834	0.539693	0.524348	0.555038	0.910697	0.893496	0.927898	0.997915	0.977678	1.01815	1.00096	0.982823	1.0191	0.785504	0.778134	0.792874	0.594701	0.580669	0.608733	0.814846	0.794785	0.834907	0.905209	0.8806	0.929818	1.31212	1.2764	1.34784	0.3732	0.354367	0.392033	0.456102	0.431481	0.480724	0.976646	0.936544	1.01675	1.02388	0.999602	1.04816	0.280384	0.269718	0.29105	0.264591	0.255363	0.27382	0.18593	0.173441	0.198419	0.502517	0.477525	0.527509	2.23566	2.16386	2.30746	1.01149	0.989983	1.033
3.20592	0.676816	0.666933	0.686699	0.838365	0.824117	0.852613	0.954694	0.935609	0.973779	1.10952	1.08955	1.12949	1.19389	1.16877	1.21901	1.30038	1.23761	1.36315	1.35218	1.29182	1.41254	1.42204	1.32245	1.52163	0.432075	0.418176	0.445974	0.41659	0.395573	0.437607	0.512057	0.497116	0.526998	0.583159	0.567963	0.598355	0.975654	0.961195	0.990113	1.07553	1.05928	1.09178	1.04564	1.02924	1.06204	0.809369	0.803436	0.815302	0.60728	0.592833	0.621727	0.850003	0.829966	0.87004	0.929446	0.905309	0.953583	1.45287	1.42018	1.48556	0.368209	0.349588	0.38683	0.449605	0.425671	0.473539	1.11645	1.07156	1.16134	1.15325	1.12829	1.17821	0.297252	0.285323	0.309181	0.298026	0.286498	0.309554	0.221283	0.205151	0.237415	0.541697	0.511587	0.571807	2.48391	2.42007	2.54775	1.08267	1.06125	1.10409
